symbol,trades,winrate_pct,expectancy_R,total_R,maxDD_R
XRPUSDT,727,44.97936726272352,0.406160529959773,295.27870528075493,-19.80000000000004
BTCUSDT,764,40.968586387434556,0.2563353999291883,195.84024554589985,-38.80000000000001
ETHUSDT,545,41.8348623853211,0.28747738320549,156.67517384699204,-17.600000000000037
