period,timestamp,symbol,model,side,ctx_sub_label,phase,entry,sl,tp,exit_price,R
2026-01,2026-01-05 20:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3259.66,3269.484142857143,3240.0117142857134,3240.0117142857134,2.0
2026-01,2026-01-05 01:30:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3196.54,3223.9975357142857,3141.6249285714284,3141.6249285714284,2.0
2026-01,2026-01-14 20:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3364.66,3407.8223214285717,3278.335357142857,3278.335357142857,2.0
2026-01,2026-01-12 06:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3156.16,3173.3328928571427,3121.814214285714,3121.814214285714,2.0
2026-01,2026-01-12 05:30:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3157.59,3173.5931428571425,3125.583714285716,3125.583714285716,2.0
2026-01,2026-01-14 18:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3348.8,3406.480035714286,3233.439928571429,3233.439928571429,2.0
2026-01,2026-01-14 19:30:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3366.22,3407.6909642857145,3283.2780714285705,3283.2780714285705,2.0
2026-01,2026-01-12 05:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3164.24,3173.5637857142856,3145.592428571428,3145.592428571428,2.0
2026-01,2026-01-04 02:00:00+00:00,ETHUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,3145.09,3167.2460357142854,3100.7779285714296,3167.2460357142854,-1.0
2026-01,2026-01-02 22:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.58,133.4350357142857,130.86992857142863,130.86992857142863,2.0
2026-01,2026-01-02 22:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.5,133.44125,130.6175,130.6175,2.0
2026-01,2026-01-04 00:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,134.5,135.06674999999998,133.36650000000003,133.36650000000003,2.0
2026-01,2026-01-03 00:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.76,133.40257142857143,131.4748571428571,131.4748571428571,2.0
2026-01,2026-01-03 01:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.59,133.38510714285715,130.9997857142857,130.9997857142857,2.0
2026-01,2026-01-03 01:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.39,133.39689285714286,130.37621428571424,130.37621428571424,2.0
2026-01,2026-01-03 00:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.48,133.39775,130.64449999999997,130.64449999999997,2.0
2026-01,2026-01-02 23:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.39,133.42035714285714,130.32928571428567,130.32928571428567,2.0
2026-01,2026-01-02 23:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,132.24,133.41125,129.89750000000004,129.89750000000004,2.0
2026-01,2026-01-06 14:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,141.93,143.6194285714286,138.55114285714285,138.55114285714285,2.0
2026-01,2026-01-05 03:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,136.86,137.86721428571428,134.84557142857147,134.84557142857147,2.0
2026-01,2026-01-05 03:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,136.59,137.8713928571429,134.02721428571428,134.02721428571428,2.0
2026-01,2026-01-05 20:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,139.67,140.06053571428572,138.88892857142852,138.88892857142852,2.0
2026-01,2026-01-06 14:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,142.67,143.60667857142855,140.7966428571428,140.7966428571428,2.0
2026-01,2026-01-06 15:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,142.99,143.6319642857143,141.70607142857142,141.70607142857142,2.0
2026-01,2026-01-04 03:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,134.53,135.08721428571428,133.41557142857144,133.41557142857144,2.0
2026-01,2026-01-05 02:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,136.81,137.86892857142857,134.69214285714287,134.69214285714287,2.0
2026-01,2026-01-05 01:30:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,136.69,137.85714285714286,134.35571428571427,134.35571428571427,2.0
2026-01,2026-01-11 16:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,140.19,140.67046428571427,139.22907142857144,139.22907142857144,2.0
2026-01,2026-01-12 03:00:00+00:00,SOLUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,143.44,144.50685714285714,141.3062857142857,141.3062857142857,2.0
2026-01,2026-01-02 16:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.9441,1.9499307142857143,1.9324385714285712,1.9324385714285712,2.0
2026-01,2026-01-02 16:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.9621,1.9657510714285715,1.9547978571428568,1.9547978571428568,2.0
2026-01,2026-01-02 17:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.9898,1.9986889285714284,1.9720221428571432,1.9720221428571432,2.0
2026-01,2026-01-02 17:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.992,2.000485,1.9750300000000005,1.9750300000000005,2.0
2026-01,2026-01-02 18:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.9937,2.0005289285714287,1.9800421428571424,1.9800421428571424,2.0
2026-01,2026-01-02 19:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,1.9926,2.0009125,1.975975,1.975975,2.0
2026-01,2026-01-03 00:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.0375,2.041433571428572,2.029632857142857,2.029632857142857,2.0
2026-01,2026-01-02 21:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.0165,2.024658571428572,2.0001828571428573,2.0001828571428573,2.0
2026-01,2026-01-04 12:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.1147,2.121775,2.10055,2.10055,2.0
2026-01,2026-01-03 05:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.04,2.057795357142857,2.004409285714286,2.004409285714286,2.0
2026-01,2026-01-03 04:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.0533,2.0572246428571432,2.045450714285714,2.045450714285714,2.0
2026-01,2026-01-04 12:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.1164,2.121841428571429,2.1055171428571424,2.1055171428571424,2.0
2026-01,2026-01-03 04:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.048,2.0570232142857146,2.029953571428571,2.029953571428571,2.0
2026-01,2026-01-05 16:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.1932,2.198391428571429,2.182817142857143,2.182817142857143,2.0
2026-01,2026-01-05 01:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.1559,2.1685260714285715,2.130647857142857,2.130647857142857,2.0
2026-01,2026-01-06 03:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.3851,2.420055714285714,2.315188571428572,2.315188571428572,2.0
2026-01,2026-01-06 00:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.3582,2.3732192857142858,2.3281614285714287,2.3281614285714287,2.0
2026-01,2026-01-06 00:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.3708,2.378621071428572,2.3551578571428573,2.3551578571428573,2.0
2026-01,2026-01-05 23:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.3571,2.3730821428571427,2.3251357142857145,2.3251357142857145,2.0
2026-01,2026-01-06 04:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,TDP_TOP,PHASE_TREND_DOWN,2.3677,2.4200064285714284,2.2630871428571435,2.2630871428571435,2.0
