i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
188,1,2026-01-14T16:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,27.80091870261063,55.60183740522126,11175.969318449474
189,1,2026-01-14T17:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,27.939923296123684,55.87984659224737,11231.849165041722
190,1,2026-01-14T17:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.079622912604304,56.15924582520861,11288.00841086693
191,1,2026-01-14T17:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.220021027167327,-28.220021027167327,11259.788389839763
192,1,2026-01-14T18:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.14947097459941,-28.14947097459941,11231.638918865163
193,1,2026-01-14T18:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,0.0397017784687813,28.079097297162907,1.1147901004953173,11232.753708965658
194,1,2026-01-14T18:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.081884272414147,-28.081884272414147,11204.671824693243
195,1,2026-01-14T19:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,28.011679561733107,56.023359123466214,11260.69518381671
196,1,2026-01-14T19:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.151737959541776,56.30347591908355,11316.998659735793
197,1,2026-01-14T19:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.292496649339483,56.58499329867897,11373.583653034471
198,1,2026-01-14T19:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.43395913258618,-28.43395913258618,11345.149693901885
199,1,2026-01-14T20:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.362874234754713,56.725748469509426,11401.875442371394
