i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
108,1,2026-01-05T19:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,26.926438851483773,-26.926438851483773,10743.649101742025
109,1,2026-01-05T19:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,26.859122754355063,-26.859122754355063,10716.78997898767
110,1,2026-01-05T19:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,26.791974947469175,-26.791974947469175,10689.9980040402
111,1,2026-01-05T20:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,26.724995010100503,53.44999002020101,10743.447994060401
112,1,2026-01-05T20:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,26.858619985151005,53.71723997030201,10797.165234030703
113,1,2026-01-05T20:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,26.992913085076758,53.985826170153516,10851.151060200857
114,1,2026-01-05T20:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,27.127877650502143,-27.127877650502143,10824.023182550354
115,1,2026-01-05T20:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,27.060057956375886,-27.060057956375886,10796.963124593978
116,1,2026-01-05T20:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,26.992407811484945,53.98481562296989,10850.947940216947
117,1,2026-01-05T21:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,27.12736985054237,-27.12736985054237,10823.820570366404
118,1,2026-01-05T21:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,27.059551425916013,-27.059551425916013,10796.761018940488
119,1,2026-01-05T21:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,26.99190254735122,-26.99190254735122,10769.769116393136
120,1,2026-01-05T22:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,26.92442279098284,-26.92442279098284,10742.844693602154
121,1,2026-01-05T22:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,26.857111734005386,-26.857111734005386,10715.987581868148
122,1,2026-01-05T22:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,26.78996895467037,-26.78996895467037,10689.197612913478
123,1,2026-01-05T22:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,26.722994032283697,-26.722994032283697,10662.474618881195
124,1,2026-01-05T23:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,26.65618654720299,53.31237309440598,10715.786991975601
