day,start_equity,end_equity,trades,day_pnl,day_pnl_pct
2025-12-29,10000.0,10590.236173348381,13,590.2361733483813,0.05902361733483813
2026-01-02,10643.187354215122,10614.194882187101,38,-28.99247202802144,-0.0027240403709081823
2026-01-03,10667.265856598036,10747.068508364013,7,79.8026517659764,0.007481078360545029
2026-01-04,10720.200837093103,10454.603746628958,20,-265.59709046414537,-0.024775383829111625
2026-01-05,10506.876765362103,10688.997524495662,48,182.12075913355875,0.017333481985241712
2026-01-06,10742.442512118141,11319.900824074532,13,577.4583119563904,0.053754843119242356
2026-01-12,11291.601072014346,11780.259488303722,14,488.65841628937596,0.04327627350389581
2026-01-13,11839.16078574524,11402.237833431358,25,-436.922952313882,-0.03690489218120531
2026-01-14,11373.732238847779,11401.875442371394,22,28.14320352361574,0.002474403558357973
