timestamp,model,side,entry,sl,tp,meta,ctx_sub_label,regime,trend_dir,trend_strength,atr_pct,phase,symbol
2025-12-29 03:30:00+00:00,TDP_REENTRY,SHORT,3042.52,3050.21475,3027.1304999999998,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 04:00:00+00:00,TDP_REENTRY,SHORT,3043.2,3059.592071428571,3010.415857142857,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 04:30:00+00:00,TDP_REENTRY,SHORT,3038.14,3059.669,2995.082,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 05:00:00+00:00,TDP_REENTRY,SHORT,3035.41,3059.7249285714283,2986.780142857143,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 05:30:00+00:00,TDP_REENTRY,SHORT,3035.77,3059.6462857142856,2988.017428571429,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 06:00:00+00:00,TDP_REENTRY,SHORT,3036.0,3059.6244285714283,2988.7511428571433,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2025-12-29 06:30:00+00:00,TDP_REENTRY,SHORT,3034.95,3059.5843571428572,2985.681285714285,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 14:30:00+00:00,TDP_REENTRY,SHORT,3081.08,3111.6336428571426,3019.9727142857146,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 15:30:00+00:00,TDP_REENTRY,SHORT,3084.98,3112.1202857142857,3030.6994285714286,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 16:00:00+00:00,TDP_REENTRY,SHORT,3104.54,3120.5783214285716,3072.4633571428567,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 16:30:00+00:00,TDP_REENTRY,SHORT,3130.65,3149.991285714286,3091.9674285714286,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 17:00:00+00:00,TDP_REENTRY,SHORT,3131.69,3154.031892857143,3087.0062142857146,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 17:30:00+00:00,TDP_REENTRY,SHORT,3121.23,3154.197,3055.296,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 18:00:00+00:00,TDP_REENTRY,SHORT,3121.91,3154.172357142857,3057.3852857142856,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 19:00:00+00:00,TDP_REENTRY,SHORT,3119.49,3154.4449285714286,3049.580142857142,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 19:30:00+00:00,TDP_REENTRY,SHORT,3122.6,3154.436142857143,3058.927714285714,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-02 20:00:00+00:00,TDP_REENTRY,SHORT,3120.26,3154.43325,3051.9135000000006,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 00:30:00+00:00,TDP_REENTRY,SHORT,3155.69,3167.1087857142857,3132.852428571429,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 01:00:00+00:00,TDP_REENTRY,SHORT,3146.84,3167.117357142857,3106.285285714286,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 01:30:00+00:00,TDP_REENTRY,SHORT,3148.37,3167.1958928571426,3110.7182142857146,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 02:00:00+00:00,TDP_REENTRY,SHORT,3145.09,3167.2460357142854,3100.7779285714296,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 02:30:00+00:00,TDP_REENTRY,SHORT,3139.8,3167.3323928571426,3084.7352142857153,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
2026-01-04 03:00:00+00:00,TDP_REENTRY,SHORT,3142.02,3167.36775,3091.3245,TDP_TOP trend continuation,TDP_TOP,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_DOWN,ETHUSDT
