timestamp,signal_ts,setup_time,setup_phase,setup_side,setup_model,setup_rr,setup_expiry_ts,setup_trend_dir,setup_macro_bias,model,side,entry,sl,tp,rr,ctx_sub_label,regime,trend_dir,trend_strength,atr_pct,phase,symbol,liq_bias,liq_risk_multiplier,risk_multiplier,block_reason,context_allow,macro_allow,macro_reason,macro_bias,macro_bias_mismatch,news_allow,news_reason,liq_allow,liq_reason,freeze_new_signals,setup_age_hours,setup_age_candles,score_rr,score_exec,score_phase_align,score_macro_align,score_liq_align,score_tts,signal_score,drop_stage,drop_reason,drop_ts
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,71261.0,70751.13678571428,72280.72642857145,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,BTCUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7944556388835422,1.0,0.0,0.0,1.0,2.794456,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,71261.0,70751.13678571428,72280.72642857145,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,BTCUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7944556388835422,1.0,0.0,0.0,1.0,2.794456,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 20:15:00+00:00,,2026-03-18 20:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 20:00:00+00:00,DOWN,,TDP_REENTRY,LONG,70936.4,70396.9875,72015.22499999998,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,BTCUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7944556388835422,1.0,0.0,0.0,1.0,2.794456,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 13:15:00+00:00,,2026-03-19 13:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 13:00:00+00:00,DOWN,,TDP_REENTRY,LONG,69304.0,68997.43464285714,69917.13071428571,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,BTCUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7944556388835422,1.0,0.0,0.0,1.0,2.794456,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 13:15:00+00:00,,2026-03-19 13:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 13:00:00+00:00,DOWN,,TDP_REENTRY,LONG,69304.0,68997.43464285714,69917.13071428571,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,BTCUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7944556388835422,1.0,0.0,0.0,1.0,2.794456,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2181.65,2165.652392857143,2213.6452142857147,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2181.65,2165.652392857143,2213.6452142857147,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2181.65,2165.652392857143,2213.6452142857147,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2181.65,2165.652392857143,2213.6452142857147,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 15:15:00+00:00,,2026-03-18 15:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 15:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2181.65,2162.5223928571427,2219.905214285715,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 16:15:00+00:00,,2026-03-18 16:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 16:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2173.5,2162.594392857143,2195.3112142857144,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-18 20:00:00+00:00,,2026-03-18 20:00:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-19 19:45:00+00:00,DOWN,,TDP_REENTRY,LONG,2170.83,2149.528214285714,2213.4335714285717,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,0.25,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 07:15:00+00:00,,2026-03-19 07:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 07:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2153.96,2139.676857142857,2182.526285714286,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,0.25,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 13:15:00+00:00,,2026-03-19 13:15:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 13:00:00+00:00,DOWN,,TDP_REENTRY,LONG,2128.65,2105.367928571429,2175.2141428571426,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,0.25,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 14:30:00+00:00,,2026-03-19 14:30:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 14:15:00+00:00,DOWN,,TDP_REENTRY,LONG,2113.65,2098.776642857143,2143.396714285714,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,0.25,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-19 14:30:00+00:00,,2026-03-19 14:30:00+00:00,PHASE_TREND_UP,LONG,TDP_REENTRY,,2026-03-20 14:15:00+00:00,DOWN,,TDP_REENTRY,LONG,2113.65,2095.146642857143,2150.6567142857143,,TDP_BOT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_TREND_UP,ETHUSDT,NEUTRAL,,0.25,,,,,ALT_SHORT,,,,,,,,,0.0,0.7737215565000939,1.0,0.0,0.0,1.0,2.773722,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
2026-03-15 02:00:00+00:00,,2026-03-15 02:00:00+00:00,PHASE_RANGE,SHORT,RANGE_TOP_SHORT_V2,,2026-03-16 01:45:00+00:00,DOWN,,RANGE_TOP_SHORT_V2,SHORT,88.11,88.34285714285714,87.31,,RANGE_TOP_SHORT,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564,PHASE_RANGE,SOLUSDT,NEUTRAL,,1.0,,,,,ALT_SHORT,,,,,,,,,0.0,0.729000424987917,1.0,1.0,0.0,0.0,2.729,BUDGET_CAP,BUDGET_CAP,2026-03-21 15:15:00+00:00
