i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
188,1,2026-01-14T16:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,150.56354305245995,301.1270861049199,15357.481391350913
189,1,2026-01-14T17:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,153.57481391350913,307.14962782701826,15664.631019177932
190,1,2026-01-14T17:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,156.64631019177932,313.29262038355864,15977.92363956149
191,1,2026-01-14T17:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,159.7792363956149,-159.7792363956149,15818.144403165876
192,1,2026-01-14T18:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,158.18144403165877,-158.18144403165877,15659.962959134216
193,1,2026-01-14T18:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,0.0397017784687813,156.59962959134216,6.217283802328675,15666.180242936545
194,1,2026-01-14T18:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,156.66180242936545,-156.66180242936545,15509.51844050718
195,1,2026-01-14T19:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,155.0951844050718,310.1903688101436,15819.708809317322
196,1,2026-01-14T19:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,158.19708809317322,316.39417618634644,16136.102985503669
197,1,2026-01-14T19:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,161.3610298550367,322.7220597100734,16458.825045213744
198,1,2026-01-14T19:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,164.58825045213743,-164.58825045213743,16294.236794761606
199,1,2026-01-14T20:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,162.94236794761605,325.8847358952321,16620.121530656837
