timestamp,signal_ts,model,side,entry,sl,tp,rr,ctx_sub_label,regime,trend_dir,trend_strength,atr_pct,phase,symbol,liq_bias,liq_risk_multiplier,risk_multiplier,block_reason,context_allow,macro_allow,macro_reason,macro_bias,macro_bias_mismatch,news_allow,news_reason,liq_allow,liq_reason,freeze_new_signals,setup_age_hours,setup_age_candles,score_rr,score_exec,score_phase_align,score_macro_align,score_liq_align,score_tts,signal_score,drop_stage,drop_reason,drop_ts
2026-03-07 20:00:00+00:00,,TDP_REENTRY,LONG,82.81,82.13814285714285,84.1537142857143,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,SOLUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 05:00:00+00:00,,TDP_REENTRY,LONG,82.27,81.61610714285715,83.5777857142857,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,SOLUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 13:15:00+00:00,,TDP_REENTRY,LONG,81.67,81.01535714285714,82.97928571428572,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,SOLUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 04:30:00+00:00,,TDP_REENTRY,LONG,1.345,1.3398064285714286,1.3553871428571427,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,XRPUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 05:00:00+00:00,,TDP_REENTRY,LONG,1.3502,1.3397539285714286,1.371092142857143,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,XRPUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 16:30:00+00:00,,TDP_REENTRY,LONG,1.3417,1.3363917857142857,1.3523164285714282,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,XRPUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
2026-03-08 03:00:00+00:00,,TDP_REENTRY,LONG,616.1,614.3578571428571,619.5842857142858,,TDP_BOT,,,0.0,0.0,PHASE_TREND_UP,BNBUSDT,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,CLUSTER_FILTER,CLUSTER_FILTER,2026-03-09 20:00:00+00:00
