timestamp_utc,symbol,model,side,spread_bps,slippage_bps_est,liq_score,exec_quality_score
2026-03-09 20:00:17.924242+00:00,BTCUSDT,TDP_REENTRY,LONG,2.8377963163720903,5.893658316854339,0.44663877066085755,0.7961737829160161
2026-03-09 20:00:18.745179+00:00,ETHUSDT,TDP_REENTRY,LONG,2.7225861619889447,8.895549875861974,0.25447456692681775,0.7264826214478226
2026-03-09 20:00:19.569832+00:00,SOLUSDT,TDP_REENTRY,LONG,2.791022211885209,10.935399217171415,0.17672475257463205,0.6912330274257333
2026-03-09 20:00:20.401397+00:00,XRPUSDT,TDP_REENTRY,LONG,2.1849963583394856,9.015450418187143,0.0820073059771385,0.686498475670335
2026-03-09 20:00:21.162296+00:00,BNBUSDT,TDP_REENTRY,LONG,1.2535255405831744,7.140618704391987,0.0,0.6870439181626863
