id,timestamp,status,side,entry,sl,tp,rr,model,ctx_sub_label,regime,trend_dir,trend_strength,atr_pct,meta,outcome,exit_price,exit_timestamp,exit_reason,partial_taken,be_moved,R
1,2025-02-11 19:45:00,OK,LONG,94985.9,94741.96428571428,95424.9842857143,1.8,HTF_LTF_RETEST,TDP_BOT,VOLATILE,UP,0.0001132441060871,0.0120526159296124,model=HTF_LTF_RETEST retest@94821.900000 tol=0.25*ATR,WIN,95424.9842857143,2025-02-11 21:00:00,TP,True,True,1.08
2,2025-02-16 23:45:00,OK,LONG,96060.1,95940.9375,96274.59250000001,1.8,HTF_LTF_RETEST,TDP_BOT,RANGE,UP,0.0007343925102887,0.0078951317233392,model=HTF_LTF_RETEST retest@96000.000000 tol=0.25*ATR,WIN,96274.59250000001,2025-02-17 00:15:00,TP,True,True,1.08
3,2025-02-17 04:00:00,OK,LONG,96033.7,95972.4982142857,96143.86321428572,1.8,HTF_LTF_RETEST,TDP_BOT,RANGE,UP,0.0001968100748642,0.0065611658960202,model=HTF_LTF_RETEST retest@95980.100000 tol=0.25*ATR,BE,96033.7,2025-02-17 04:00:00,BE_stop,True,True,0.9
4,2025-02-20 12:00:00,OK,SHORT,97399.1,97467.80714285714,97275.42714285717,1.8,HTF_LTF_RETEST,TDP_TOP,TREND_DOWN,DOWN,0.0026547294825509,0.0119319879191585,model=HTF_LTF_RETEST retest@97419.900000 tol=0.25*ATR,BE,97399.1,2025-02-20 12:00:00,BE_stop,True,True,0.9
5,2025-02-20 20:00:00,OK,SHORT,98380.6,98503.85,98158.75,1.8,HTF_LTF_RETEST,TDP_TOP,VOLATILE,UP,9.953803639936372e-05,0.0120957464838191,model=HTF_LTF_RETEST retest@98489.600000 tol=0.25*ATR,LOSS,98503.85,2025-02-20 20:15:00,SL,False,False,-1.0
6,2025-02-21 20:30:00,OK,LONG,95386.0,94961.58928571429,96149.93928571428,1.8,HTF_LTF_RETEST,TDP_BOT,TREND_UP,UP,0.0025737383593736,0.0124232176599382,model=HTF_LTF_RETEST retest@95339.500000 tol=0.25*ATR,LOSS,94961.58928571429,2025-02-21 20:45:00,SL,False,False,-1.0
7,2025-03-04 19:45:00,OK,SHORT,88183.9,88729.8,87201.27999999998,1.8,HTF_LTF_RETEST,TDP_TOP,TREND_DOWN,DOWN,0.0145142383953479,0.0390840699298365,model=HTF_LTF_RETEST retest@88515.600000 tol=0.25*ATR,LOSS,88729.8,2025-03-04 20:15:00,SL,False,False,-1.0
8,2025-03-07 01:30:00,OK,LONG,88661.2,84849.80535714286,95521.71035714285,1.8,HTF_LTF_RETEST,TDP_BOT,TREND_UP,UP,0.0026861319724723,0.0287746841475179,model=HTF_LTF_RETEST retest@87800.100000 tol=0.25*ATR,NO_HIT,,,,False,False,0.0
9,2025-03-19 15:45:00,OK,SHORT,84694.6,84934.87857142858,84262.09857142858,1.8,HTF_LTF_RETEST,TDP_TOP,TREND_DOWN,DOWN,0.0025751627478106,0.0128174810267883,model=HTF_LTF_RETEST retest@84700.000000 tol=0.25*ATR,WIN,84262.09857142858,2025-03-19 17:30:00,TP,True,True,1.08
10,2025-03-19 20:00:00,OK,SHORT,85569.3,85937.4517857143,84906.62678571428,1.8,HTF_LTF_RETEST,TDP_TOP,VOLATILE,DOWN,0.0010684131961721,0.0142424754366538,model=HTF_LTF_RETEST retest@85927.600000 tol=0.25*ATR,LOSS,85937.4517857143,2025-03-19 22:30:00,SL,True,False,0.8
