timestamp,symbol,model,side,entry,sl,tp,exit_time,exit_price,outcome,R,ctx_sub_label,phase,regime,trend_dir,trend_strength,atr_pct
2026-01-02 16:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9441,1.9499307142857143,1.9324385714285712,2026-01-02 16:00:00+00:00,1.9324385714285712,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 16:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9621,1.9657510714285715,1.9547978571428568,2026-01-02 16:30:00+00:00,1.9547978571428568,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 17:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9898,1.9986889285714284,1.9720221428571432,2026-01-02 17:00:00+00:00,1.9720221428571432,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 17:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.992,2.000485,1.9750300000000003,2026-01-02 18:30:00+00:00,1.9750300000000003,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 18:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9937,2.0005289285714287,1.9800421428571426,2026-01-02 18:30:00+00:00,1.9800421428571426,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 18:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.978,2.0007475,1.9325049999999997,2026-01-02 21:30:00+00:00,2.0007475,SL,-1.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 19:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9926,2.0009125,1.9759749999999996,2026-01-02 19:00:00+00:00,1.9759749999999996,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 19:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9914,2.0009425,1.9723150000000005,2026-01-02 21:30:00+00:00,2.0009425,SL,-1.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 20:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9902,2.0009735714285712,1.9686528571428574,2026-01-02 21:30:00+00:00,2.0009735714285712,SL,-1.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 20:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,1.9787,2.0010367857142857,1.9340264285714284,2026-01-02 21:30:00+00:00,2.0010367857142857,SL,-1.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 21:30:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,2.0165,2.0246585714285716,2.0001828571428573,2026-01-02 21:30:00+00:00,2.0001828571428573,TP,2.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
2026-01-02 22:00:00+00:00,XRPUSDT,TDP_REENTRY,SHORT,2.0136,2.0340017857142856,1.9727964285714283,2026-01-03 00:00:00+00:00,2.0340017857142856,SL,-1.0,TDP_TOP,PHASE_TREND_DOWN,TREND_DOWN,DOWN,0.0123054256556967,0.0161126828590564
