i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
167,1,2026-01-12T04:30:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,29.743664313096225,59.48732862619245,11956.953053864681
168,1,2026-01-12T04:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,29.892382634661704,59.78476526932341,12016.737819134005
169,1,2026-01-12T04:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,30.041844547835012,60.083689095670024,12076.821508229676
170,1,2026-01-12T05:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,30.19205377057419,60.38410754114838,12137.205615770825
171,1,2026-01-12T05:00:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,30.34301403942706,60.68602807885412,12197.891643849678
172,1,2026-01-12T05:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,30.494729109624195,60.98945821924839,12258.881102068926
173,1,2026-01-12T05:30:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,30.647202755172316,61.29440551034463,12320.175507579272
174,1,2026-01-12T05:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,30.80043876894818,61.60087753789636,12381.776385117168
175,1,2026-01-12T05:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,30.95444096279292,61.90888192558584,12443.685267042754
176,1,2026-01-12T06:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,31.109213167606885,62.21842633521377,12505.903693377968
177,1,2026-01-13T09:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,31.26475923344492,62.52951846688984,12568.433211844858
178,1,2026-01-13T09:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.421083029612145,-31.421083029612145,12537.012128815246
179,1,2026-01-13T10:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.342530322038115,-31.342530322038115,12505.669598493208
180,1,2026-01-13T11:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.264173996233023,-31.264173996233023,12474.405424496976
181,1,2026-01-13T14:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.18601356124244,-31.18601356124244,12443.219410935733
182,1,2026-01-13T15:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.108048527339335,-31.108048527339335,12412.111362408394
183,1,2026-01-13T15:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,31.030278406020987,62.06055681204197,12474.171919220436
184,1,2026-01-13T16:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.185429798051093,-31.185429798051093,12442.986489422385
185,1,2026-01-13T16:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.107466223555964,-31.107466223555964,12411.87902319883
186,1,2026-01-13T17:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.029697557997075,-31.029697557997075,12380.849325640833
187,1,2026-01-13T17:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.95212331410208,-30.95212331410208,12349.89720232673
188,1,2026-01-13T18:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.87474300581683,-30.87474300581683,12319.022459320913
189,1,2026-01-13T18:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.797556148302284,-30.797556148302284,12288.224903172611
190,1,2026-01-13T19:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,30.72056225793153,61.44112451586306,12349.666027688474
191,1,2026-01-13T19:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,30.874165069221185,61.74833013844237,12411.414357826916
192,1,2026-01-13T20:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,31.02853589456729,-31.02853589456729,12380.385821932348
193,1,2026-01-13T20:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.950964554830872,-30.950964554830872,12349.434857377517
194,1,2026-01-13T21:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.873587143443793,-30.873587143443793,12318.561270234073
195,1,2026-01-13T21:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.796403175585183,-30.796403175585183,12287.764867058488
196,1,2026-01-13T22:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.71941216764622,-30.71941216764622,12257.045454890842
197,1,2026-01-13T22:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,30.642613637227104,-30.642613637227104,12226.402841253615
198,1,2026-01-13T23:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,30.56600710313404,-30.56600710313404,12195.836834150481
199,1,2026-01-13T23:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,30.489592085376202,-30.489592085376202,12165.347242065105
