idx,timestamp,reason,side,entry,sl,tp,rr,score,notes,outcome,exit_price,exit_idx,bars_held,ctx_label,ctx_sub_label,ctx_tts_dir,ctx_tdp_dir,htf_trend,impulse_atr,range_width_atr,dev_count,pos_in_range,atr,range_hi,range_lo,dev_up,dev_dn
27905,2025-11-26 21:30:00,OK,SHORT,90193.0,90472.9,89353.30000000002,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,90472.9,27907,2,TDP,TDP_TOP,,SHORT,DOWN,5.515555474171908,10.81910237864171,4.0,0.9336777006373966,390.07857142856875,90385.6,86252.6,False,False
27907,2025-11-26 22:00:00,OK,SHORT,90271.6,90649.9,89136.70000000004,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,90649.9,27919,12,TDP,TDP_TOP,,SHORT,DOWN,6.230057870147929,11.835925633976215,4.0,0.9139699360971529,371.5214285714246,90472.9,86252.6,False,False
27990,2025-11-27 18:45:00,OK,SHORT,91730.3,91800.0,91521.2,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,91730.3,27991,1,TDP,TDP_TOP,,SHORT,DOWN,5.609077346798176,7.5418292403028415,4.0,0.9081855461468847,248.9714285714321,91902.7,90025.0,False,False
28297,2025-11-30 23:30:00,OK,LONG,90613.2,90464.0,91060.8,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,90464.0,28298,1,TDP,TDP_BOT,,LONG,UP,1.0432682146200116,6.339503004317707,4.0,0.09948656397946082,236.56428571428737,91963.7,90600.0,False,True
28303,2025-12-01 01:00:00,OK,LONG,87371.0,86888.0,88820.0,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,86888.0,28309,6,TDP,TDP_BOT,,LONG,UP,6.765586823421182,10.212969616832897,9.0,0.09515928837401744,496.9857142857145,91963.7,86919.8,False,False
28310,2025-12-01 02:45:00,OK,LONG,86675.0,86410.6,87468.19999999998,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,86410.6,28311,1,TDP,TDP_BOT,,LONG,UP,6.8601496341363335,9.13113541067172,10.0,0.047613044965873944,608.1499999999984,91963.7,86507.0,False,False
28312,2025-12-01 03:15:00,OK,LONG,86359.2,86272.0,86620.79999999999,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,86272.0,28313,1,TDP,TDP_BOT,,LONG,UP,7.400814507988468,9.245454650933448,10.0,0.015320554491627657,615.6214285714274,91963.7,86350.0,False,False
28313,2025-12-01 03:30:00,OK,LONG,86419.8,86127.4,87297.00000000003,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,86127.4,28315,2,TDP,TDP_BOT,,LONG,UP,8.447521469724974,11.102864441787162,10.0,0.050100234737763406,525.6571428571426,91963.7,86272.0,False,False
28362,2025-12-01 15:45:00,OK,LONG,84641.3,83755.3,87299.3,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,84641.3,28377,15,TDP,TDP_BOT,,LONG,DOWN,11.04710187148948,12.812967581047372,11.0,0.11281163258549998,612.9571428571435,91609.1,83824.5,False,False
28399,2025-12-02 01:00:00,OK,SHORT,86738.5,87325.1,84978.69999999998,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,87325.1,28438,39,TDP,TDP_TOP,,SHORT,DOWN,2.8611614879297025,10.070769354773704,4.0,0.8356770687433455,354.471428571429,86888.0,83755.3,True,False
28458,2025-12-02 15:45:00,OK,SHORT,90780.8,91176.5,89593.70000000001,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,91176.5,28459,1,TDP,TDP_TOP,,SHORT,DOWN,9.898009889654826,10.597276691106591,8.0,0.9363314561544654,586.47142857143,90865.4,84638.9,True,False
28459,2025-12-02 16:00:00,OK,SHORT,90844.8,91270.4,89568.00000000003,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,90844.8,28460,1,TDP,TDP_TOP,,SHORT,DOWN,8.938839307020467,10.263303584212267,8.0,0.9307314215032076,598.6571428571436,91176.5,84961.5,False,False
28468,2025-12-02 18:15:00,OK,SHORT,91851.6,92190.0,90836.40000000002,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,92190.0,28473,5,TDP,TDP_TOP,,SHORT,DOWN,7.92828635827871,8.74525941396637,9.0,0.9439883474576282,690.8428571428584,91977.3,86148.4,False,False
28473,2025-12-02 19:30:00,OK,SHORT,92085.3,92298.9,91444.50000000004,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,92085.3,28474,1,TDP,TDP_TOP,,SHORT,DOWN,11.536795073413769,12.655535795646598,9.0,0.9652711161694185,485.99285714285776,92190.0,86148.4,False,False
28582,2025-12-03 22:45:00,OK,SHORT,93738.3,94189.4,92385.00000000004,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,WIN,92836.10000000002,28588,6,TDP,TDP_TOP,,SHORT,UP,2.585503704269451,6.819292751852139,4.0,0.8231673853390862,374.08571428571406,93931.1,91638.4,True,False
28738,2025-12-05 13:45:00,OK,LONG,90429.6,90176.0,91190.40000000002,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,90429.6,28739,1,TDP,TDP_BOT,,LONG,UP,6.130753865834769,7.87144556410889,4.0,0.10122944275906359,318.2642857142855,92681.2,90245.2,False,False
28949,2025-12-07 18:30:00,OK,SHORT,91336.8,91726.2,90168.60000000002,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,WIN,90558.0,28961,12,TDP,TDP_TOP,,SHORT,DOWN,4.21643486289626,8.301965324696269,5.0,0.9037615540507156,487.3785714285706,91687.4,87680.0,False,False
28977,2025-12-08 01:30:00,OK,SHORT,91212.9,91666.2,89852.99999999999,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,91212.9,28982,5,TDP,TDP_TOP,,SHORT,DOWN,3.6234208041722336,8.489337149879375,4.0,0.8731402303395771,476.6214285714273,91726.2,87680.0,False,False
29132,2025-12-09 16:15:00,OK,SHORT,93347.1,93685.8,92331.0,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,93685.8,29133,1,TDP,TDP_TOP,,SHORT,UP,5.076263693078555,7.357100751584243,4.0,0.9208478418359008,581.6285714285706,93500.0,89406.7,False,False
29134,2025-12-09 16:45:00,OK,SHORT,94142.8,94458.0,93197.2,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,94458.0,29135,1,TDP,TDP_TOP,,SHORT,UP,5.232776801405979,7.767816344463975,5.0,0.937600221725101,650.2857142857143,94260.0,89406.7,False,False
29135,2025-12-09 17:00:00,OK,SHORT,94172.6,94550.0,93040.40000000002,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,LOSS,94172.6,29136,1,TDP,TDP_TOP,,SHORT,UP,5.457295714366179,8.11017626851383,5.0,0.9266229852429386,634.1785714285714,94458.0,89406.7,False,False
29264,2025-12-11 01:15:00,OK,LONG,91035.2,90650.0,92190.8,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,90650.0,29266,2,TDP,TDP_BOT,,LONG,UP,4.085653021442511,10.39165692007798,4.0,0.10116077525080014,366.42857142857144,94457.8,90932.2,False,True
29269,2025-12-11 02:30:00,OK,LONG,90030.0,89841.2,90596.4,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,89841.2,29270,1,TDP,TDP_BOT,,LONG,UP,7.511767723402056,13.262008823227678,6.0,0.040895897413681645,348.10714285714283,94457.8,89914.6,False,False
29270,2025-12-11 02:45:00,OK,LONG,90034.0,89821.2,90672.4,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,89821.2,29271,1,TDP,TDP_BOT,,LONG,UP,7.39076265548456,13.086385904078393,6.0,0.04589569943493134,354.30714285714305,94457.8,89841.2,False,False
29345,2025-12-11 21:30:00,OK,SHORT,93136.6,93544.9,91911.70000000004,3.0,0.7000000000000001,sdir=UP range=True dev=True sweep=True ob=True rr=3.00,WIN,92320.00000000004,29348,3,TDP,TDP_TOP,,SHORT,UP,3.5558719193428066,7.0999813293502685,6.0,0.9060515416474946,612.1142857142851,93249.0,89198.9,False,False
29419,2025-12-12 16:00:00,OK,LONG,89934.5,89583.4,90987.80000000002,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,89934.5,29420,1,TDP,TDP_BOT,,LONG,UP,2.9926545792654453,8.594607159460717,4.0,0.08862804493247654,460.92857142857144,93544.9,89736.4,False,False
29421,2025-12-12 16:30:00,OK,LONG,89600.0,89416.7,90149.9,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,89600.0,29422,1,TDP,TDP_BOT,,LONG,UP,3.577935877298338,7.62856878869074,4.0,0.04440191851170075,541.1500000000004,93544.9,89583.4,False,False
29614,2025-12-14 16:45:00,OK,LONG,88790.9,88429.3,89875.69999999997,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,88429.3,29627,13,TDP,TDP_BOT,,LONG,DOWN,4.492579648483037,7.131540292761986,4.0,0.1797752808988726,282.0428571428565,90440.7,88638.6,False,True
29639,2025-12-14 23:00:00,OK,LONG,88011.0,87920.1,88283.69999999998,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,88011.0,29640,1,TDP,TDP_BOT,,LONG,DOWN,8.508438646555227,9.04111971735289,5.0,0.03825435569396275,262.82142857142856,90296.3,87969.0,False,False
29640,2025-12-14 23:15:00,OK,LONG,87971.3,87881.6,88240.4,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,87971.3,29641,1,TDP,TDP_BOT,,LONG,DOWN,8.304401330086659,8.851307831277966,5.0,0.03714747173561817,272.80714285714305,90296.3,87920.1,False,False
29641,2025-12-14 23:30:00,OK,LONG,88005.4,87521.9,89455.9,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,WIN,88972.4,29649,8,TDP,TDP_BOT,,LONG,DOWN,8.069379103551672,10.040221268676024,6.0,0.17427191464821168,276.3285714285718,90296.3,87881.6,False,True
29705,2025-12-15 15:30:00,OK,LONG,87169.6,86575.0,88953.40000000002,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,86575.0,29709,4,TDP,TDP_BOT,,LONG,DOWN,2.874240699960081,7.05783242931675,5.0,0.17431838170624622,483.2928571428565,89986.0,86602.2,False,False
29714,2025-12-15 17:45:00,OK,LONG,85709.9,85527.4,86257.4,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,85709.9,29715,1,TDP,TDP_BOT,,LONG,DOWN,4.199406951597442,6.958330546451746,6.0,0.040932131162248184,640.7571428571433,89986.0,85650.0,False,False
29716,2025-12-15 18:15:00,OK,LONG,85540.1,85500.8,85658.00000000001,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,85540.1,29717,1,TDP,TDP_BOT,,LONG,DOWN,5.345250241467008,8.542192112530422,6.0,0.008762151074646155,525.0642857142864,89986.0,85527.4,False,False
29717,2025-12-15 18:30:00,OK,LONG,85714.2,85080.0,87616.79999999999,3.0,0.7000000000000001,sdir=DOWN range=True dev=True sweep=True ob=True rr=3.00,LOSS,85714.2,29723,6,TDP,TDP_BOT,,LONG,DOWN,4.619120752543682,9.418314455749655,6.0,0.1292702812882179,520.9000000000004,89986.0,85500.8,False,True
