RR,SL_ATR_BUFFER,TDP_DEV_LOOKBACK,REQUIRE_IMPULSE_BEFORE_TDP,IMPULSE_LOOKBACK,IMPULSE_SIZE_ATR,TTS_RETEST_LOOKBACK,MAX_HOLD_BARS,BE_AFTER_R,PARTIAL_AT_R,PARTIAL_FRAC,trades_total,winrate(W/L)%,expectancy_R,expectancy_R_sqrtN,TDP_TOP_trades_total,TDP_TOP_winrate(W/L)%,TDP_TOP_expectancy_R,TDP_TOP_expectancy_R_sqrtN,TDP_BOT_trades_total,TDP_BOT_winrate(W/L)%,TDP_BOT_expectancy_R,TDP_BOT_expectancy_R_sqrtN,LONG_trades_total,LONG_winrate(W/L)%,LONG_expectancy_R,LONG_expectancy_R_sqrtN,SHORT_trades_total,SHORT_winrate(W/L)%,SHORT_expectancy_R,SHORT_expectancy_R_sqrtN
2.0,0.15,8,True,10,1.2,24,200,1.0,1.0,0.7,1473,34.229576008273014,0.0998642226748133,3.832757121898678,775,35.785288270377734,0.13083870967741937,3.6423955251029954,698,32.543103448275865,0.06547277936962752,1.7297705099787017,698,32.543103448275865,0.06547277936962752,1.7297705099787017,775,35.785288270377734,0.13083870967741937,3.6423955251029954
2.0,0.15,8,True,10,1.5,24,200,1.0,1.0,0.7,1351,34.00900900900901,0.09570688378978533,3.517797616978447,711,35.12931034482759,0.1178621659634318,3.142745536586694,640,32.78301886792453,0.07109375000000001,1.7985454192207662,640,32.78301886792453,0.07109375000000001,1.7985454192207662,711,35.12931034482759,0.1178621659634318,3.142745536586694
2.0,0.15,8,True,20,1.0,24,200,1.0,1.0,0.7,1765,33.617747440273035,0.08339943342776203,3.503768913693734,912,34.40134907251265,0.10910087719298246,3.2947742381992966,853,32.81519861830743,0.055920281359906225,1.6332168933939937,853,32.81519861830743,0.055920281359906225,1.6332168933939937,912,34.40134907251265,0.10910087719298246,3.2947742381992966
2.0,0.15,8,True,20,1.2,24,200,1.0,1.0,0.7,1741,33.33333333333333,0.08121769098219415,3.3888318791114815,900,33.9622641509434,0.10477777777777779,3.1433333333333335,841,32.68892794376098,0.05600475624256838,1.624137931034483,841,32.68892794376098,0.05600475624256838,1.624137931034483,900,33.9622641509434,0.10477777777777779,3.1433333333333335
2.0,0.15,8,True,20,1.5,24,200,1.0,1.0,0.7,1707,33.1858407079646,0.07867603983596955,3.250567973442597,887,34.20593368237348,0.11003382187147688,3.277087276020604,820,32.13644524236984,0.04475609756097563,1.2816195927371765,820,32.13644524236984,0.04475609756097563,1.2816195927371765,887,34.20593368237348,0.11003382187147688,3.277087276020604
2.0,0.15,8,True,30,1.0,24,200,1.0,1.0,0.7,1791,33.80753138075313,0.08336125069793413,3.5278654635914855,931,34.75409836065574,0.10988184747583243,3.352747082136924,860,32.82051282051282,0.05465116279069768,1.6026866977556127,860,32.82051282051282,0.05465116279069768,1.6026866977556127,931,34.75409836065574,0.10988184747583243,3.352747082136924
2.0,0.15,8,True,30,1.2,24,200,1.0,1.0,0.7,1780,33.642495784148394,0.08168539325842697,3.446310517027635,925,34.710743801652896,0.11027027027027027,3.353739341029289,855,32.53012048192771,0.05076023391812866,1.4842486826831898,855,32.53012048192771,0.05076023391812866,1.4842486826831898,925,34.710743801652896,0.11027027027027027,3.353739341029289
2.0,0.15,8,True,30,1.5,24,200,1.0,1.0,0.7,1748,33.73597929249353,0.08609839816933638,3.5996956710929227,910,35.07588532883643,0.1179120879120879,3.5569603642670846,838,32.332155477031804,0.05155131264916468,1.4923192374434884,838,32.332155477031804,0.05155131264916468,1.4923192374434884,910,35.07588532883643,0.1179120879120879,3.5569603642670846
2.0,0.25,4,True,10,1.0,24,200,1.0,1.0,0.7,904,30.927835051546392,0.06194690265486727,1.8625322946656704,453,31.294964028776977,0.09845474613686533,2.09549079637783,451,30.592105263157894,0.025277161862527736,0.5368050346567331,451,30.592105263157894,0.025277161862527736,0.5368050346567331,453,31.294964028776977,0.09845474613686533,2.09549079637783
2.0,0.25,4,True,10,1.2,24,200,1.0,1.0,0.7,874,31.150442477876105,0.06258581235697942,1.8502551002299048,443,31.636363636363633,0.0963882618510158,2.028738223881626,431,30.689655172413794,0.027842227378190264,0.5780196610309059,431,30.689655172413794,0.027842227378190264,0.5780196610309059,443,31.636363636363633,0.0963882618510158,2.028738223881626
