timestamp,signal_ts,symbol,model,side,entry,sl,tp,setup_status,setup_close_reason,setup_entry_touch_ts,setup_close_ts,setup_age_hours,setup_age_candles
2026-02-12 14:00:00+00:00,2026-02-20 16:15:00+00:00,BTCUSDT,RANGE_TOP_SHORT_V2,SHORT,67984.0,68478.62142857142,67246.29999999999,CLOSED,TP_HIT,2026-02-12 14:15:00+00:00,2026-02-12 15:00:00+00:00,1.0,4.0
2026-02-12 11:00:00+00:00,2026-02-20 16:15:00+00:00,ETHUSDT,RANGE_TOP_SHORT_V2,SHORT,1987.66,1997.1458928571428,1948.0749999999998,CLOSED,SL_HIT,2026-02-12 11:15:00+00:00,2026-02-12 11:15:00+00:00,0.25,1.0
2026-02-12 10:30:00+00:00,2026-02-20 16:15:00+00:00,XRPUSDT,RANGE_TOP_SHORT_V2,SHORT,1.3942,1.4013714285714285,1.37,CLOSED,SL_HIT,2026-02-12 10:45:00+00:00,2026-02-12 10:45:00+00:00,0.25,1.0
2026-02-12 14:00:00+00:00,2026-02-20 16:30:00+00:00,BTCUSDT,RANGE_TOP_SHORT_V2,SHORT,67984.0,68478.62142857142,67246.29999999999,CLOSED,TP_HIT,2026-02-12 14:15:00+00:00,2026-02-12 15:00:00+00:00,1.0,4.0
2026-02-12 11:00:00+00:00,2026-02-20 16:30:00+00:00,ETHUSDT,RANGE_TOP_SHORT_V2,SHORT,1987.66,1997.1458928571428,1948.0749999999998,CLOSED,SL_HIT,2026-02-12 11:15:00+00:00,2026-02-12 11:15:00+00:00,0.25,1.0
2026-02-12 10:30:00+00:00,2026-02-20 16:30:00+00:00,XRPUSDT,RANGE_TOP_SHORT_V2,SHORT,1.3942,1.4013714285714285,1.37,CLOSED,SL_HIT,2026-02-12 10:45:00+00:00,2026-02-12 10:45:00+00:00,0.25,1.0
2026-02-12 11:00:00+00:00,2026-02-20 17:15:00+00:00,ETHUSDT,RANGE_TOP_SHORT_V2,SHORT,1987.66,1997.1458928571428,1948.0749999999998,CLOSED,SL_HIT,2026-02-12 11:15:00+00:00,2026-02-12 11:15:00+00:00,0.25,1.0
2026-02-12 10:30:00+00:00,2026-02-20 17:15:00+00:00,XRPUSDT,RANGE_TOP_SHORT_V2,SHORT,1.3942,1.4013714285714285,1.37,CLOSED,SL_HIT,2026-02-12 10:45:00+00:00,2026-02-12 10:45:00+00:00,0.25,1.0
2026-02-12 14:00:00+00:00,2026-02-20 20:15:00+00:00,BTCUSDT,RANGE_TOP_SHORT_V2,SHORT,67984.0,68478.62142857142,67246.29999999999,CLOSED,TP_HIT,2026-02-12 14:15:00+00:00,2026-02-12 15:00:00+00:00,1.0,4.0
2026-02-12 14:00:00+00:00,2026-02-20 20:30:00+00:00,BTCUSDT,RANGE_TOP_SHORT_V2,SHORT,67984.0,68478.62142857142,67246.29999999999,CLOSED,TP_HIT,2026-02-12 14:15:00+00:00,2026-02-12 15:00:00+00:00,1.0,4.0
2026-02-12 14:00:00+00:00,2026-02-20 20:45:00+00:00,BTCUSDT,RANGE_TOP_SHORT_V2,SHORT,67984.0,68478.62142857142,67246.29999999999,CLOSED,TP_HIT,2026-02-12 14:15:00+00:00,2026-02-12 15:00:00+00:00,1.0,4.0
