cycle_ts,latest_ts,source,interval_min,symbols,once,new_candle,note,raw_entries,kept_after_invalidation,dropped_invalidation,kept_after_live_guard,dropped_live_guard,kept_after_window,after_context,after_regime,after_emit_last_candles,written_entries,written_closed,written_dropped
2026-02-19 07:40:12,2026-02-19 07:30:00+00:00,bybit,15,BTCUSDT,True,True,,1,0,1,,,,0,0,,0,,
2026-02-20 08:52:23,2026-02-20 08:45:00+00:00,bybit,15,ETHUSDT,True,True,,1,1,0,,,,1,1,,0,,
2026-02-20 08:57:14,2026-02-20 08:45:00+00:00,bybit,15,ETHUSDT,True,True,,1,1,0,,,,1,1,,0,,
